SAMPLE+gene	variant
PD11256a::FLT3	1
PD11257a::FLT3	1
PD11257a::SF3B1	1
PD11257a::TET2	2
PD11257a::TP53	1
PD11258a::SRSF2	1
PD11258a::STAG2	1
PD11258a::TET2	2
PD11259a::ASXL1	1
PD11259a::NRAS	1
PD11259a::STAG2	1
PD11260a::BCOR	1
PD11260a::DNMT3A	1
PD11260a::NRAS	1
PD11260a::RUNX1	1
PD11260a::STAG2	1
PD11260a::TET2	2
PD11261a::DNMT3A	1
PD11261a::FLT3	1
PD11261a::IDH2	1
PD11261a::NPM1	1
PD11261a::PTPN11	1
PD11262a::DNMT3A	1
PD11262a::FLT3	1
PD11262a::SRSF2	1
PD11263a::FLT3	1
PD11263a::SF3B1	1
PD11264a::ASXL1	1
PD11264a::TP53	1
PD11265a::IDH1	1
PD11265a::NPM1	1
PD11266a::IDH1	1
PD11266a::SRSF2	1
PD11266a::STAG2	2
PD11268a::ASXL1	1
PD11268a::DNMT3A	1
PD11268a::IDH2	1
PD11269a::DNMT3A	1
PD11269a::EZH2	1
PD11269a::IDH2	1
PD11271a::DNMT3A	1
PD11272a::DNMT3A	1
PD11273a::IDH2	1
PD11275a::KRAS	1
PD11275a::U2AF1	1
PD11275a::U2AF2	1
PD11276a::IDH2	1
PD11276a::SRSF2	1
PD11277a::TP53	1
PD11278a::IDH2	1
PD11278a::RUNX1	1
PD11280a::FLT3	1
PD11280a::NPM1	1
PD11280a::TET2	1
PD11281a::DNMT3A	2
PD11282a::DNMT3A	1
PD11282a::FLT3	1
PD11282a::RUNX1	1
PD11282a::SRSF2	1
PD11283a::CBL	1
PD11283a::FLT3	1
PD11283a::MLL	1
PD11283a::STAG2	1
PD11283a::TET2	1
PD11283a::U2AF1	1
PD11284a::CEBPA	1
PD11284a::DNMT3A	1
PD11284a::EZH2	1
PD11284a::STAG2	1
PD11284a::TET2	2
PD11285a::DNMT3A	1
PD11285a::EP300	1
PD11285a::IDH1	1
PD11285a::MLL	1
PD11286a::CEBPA	1
PD11286a::DNMT3A	1
PD11286a::NPM1	1
PD11287a::ASXL1	1
PD11287a::FLT3	1
PD11287a::STAG2	1
PD11287a::TET2	1
PD11288a::TP53	1
PD7607a::CEBPA	2
PD7610a::DNMT3A	1
PD7610a::FLT3	1
PD7610a::NPM1	1
PD7610a::RAD21	1
PD7611a::WT1	1
PD7612a::DNMT3A	1
PD7612a::FLT3	1
PD7612a::NPM1	1
PD7612a::NRAS	1
PD7613a::CEBPA	1
PD7613a::EZH2	1
PD7613a::TET2	2
PD7614a::CEBPA	1
PD7614a::FLT3	1
PD7615a::FLT3	1
PD7617a::FLT3	1
PD7618a::FLT3	2
PD7619a::CBL	1
PD7619a::CEBPA	2
PD7619a::KRAS	1
PD7620a::FLT3	1
PD7620a::WT1	2
PD7621a::IDH2	1
PD7621a::MLL	1
PD7622a::CEBPA	2
PD7622a::WT1	1
PD7623a::EP300	1
PD7624a::FLT3	1
PD7625a::FLT3	1
PD7625a::SRSF2	1
PD7626a::FLT3	1
PD7627a::ATRX	1
PD7627a::DNMT3A	1
PD7627a::NPM1	1
PD7627a::NRAS	1
PD7628a::NPM1	1
PD7630a::ETV6	1
PD7631a::DNMT3A	1
PD7631a::IDH2	1
PD7631a::NPM1	1
PD7631a::PTPN11	1
PD7632a::DNMT3A	1
PD7633a::KIT	1
PD7634a::DNMT3A	1
PD7634a::FLT3	2
PD7634a::MLL	1
PD7634a::NPM1	1
PD7634a::PTPN11	1
PD7634a::RB1	1
PD7636a::FLT3	1
PD7636a::MLL2	1
PD7636a::NRAS	1
PD7637a::FLT3	1
PD7638a::NRAS	1
PD7639a::FLT3	2
PD7639a::NRAS	1
PD7639a::PTEN	1
PD7639a::RAD21	1
PD7640a::NRAS	2
PD7642a::NRAS	1
PD7643a::DNMT3A	1
PD7643a::GATA2	1
PD7643a::IDH2	1
PD7643a::KIT	1
PD7643a::NPM1	1
PD7644a::DNMT3A	1
PD7644a::IDH1	1
PD7644a::NPM1	1
PD7644a::NRAS	1
PD7645a::IDH1	1
PD7645a::NPM1	1
PD7645a::NRAS	1
PD7646a::GATA2	1
PD7646a::NF1	2
PD7648a::CEBPA	1
PD7648a::WT1	1
PD7650a::FLT3	1
PD7652a::KIT	1
PD7652a::RUNX1	1
PD7652a::TET2	1
PD7654a::NRAS	1
PD7655a::DNMT3A	1
PD7655a::KRAS	1
PD7655a::NPM1	1
PD7656a::DNMT3A	1
PD7656a::FLT3	1
PD7656a::MLL	1
PD7656a::NPM1	1
PD7656a::TET2	1
PD7657a::CEBPA	1
PD7657a::DNMT3A	1
PD7657a::NPM1	1
PD7657a::NRAS	1
PD7658a::FLT3	1
PD7659a::PTPN11	1
PD7659a::SRSF2	1
PD7660a::EZH2	1
PD7660a::KIT	1
PD7660a::KRAS	1
PD7660a::NRAS	1
PD7661a::BCOR	1
PD7661a::MYC	1
PD7661a::NPM1	1
PD7661a::PHF6	1
PD7661a::TET2	1
PD7662a::DNMT3A	1
PD7662a::EZH2	1
PD7662a::FLT3	1
PD7662a::NPM1	1
PD7662a::PTPN11	1
PD7662a::TP53	1
PD7663a::TET2	1
PD7664a::EZH2	2
PD7664a::NRAS	1
PD7664a::STAG2	1
PD7666a::CEBPA	1
PD7666a::NRAS	1
PD7666a::ZRSR2	1
PD7667a::CEBPA	1
PD7667a::DNMT3A	1
PD7667a::FLT3	1
PD7667a::NPM1	1
PD7668a::WT1	1
PD7669a::KDM6A	1
PD7670a::FLT3	1
PD7670a::IDH2	1
PD7670a::NPM1	1
PD7672a::DNMT3A	1
PD7672a::NPM1	1
PD7672a::PTPN11	2
PD7675a::SRSF2	1
PD7675a::WT1	1
PD7676a::SF1	1
PD7677a::NPM1	1
PD7677a::NRAS	1
PD7678a::DNMT3A	2
PD7678a::FLT3	1
PD7678a::NPM1	1
PD7679a::FLT3	1
PD7680a::DNMT3A	1
PD7680a::IDH1	1
PD7680a::NPM1	1
PD7681a::NRAS	1
PD7681a::RUNX1	1
PD7682a::ETV6	1
PD7682a::FLT3	1
PD7682a::TP53	1
PD7683a::NPM1	1
PD7683a::NRAS	1
PD7683a::PTPN11	2
PD7685a::DNMT3A	1
PD7685a::FLT3	1
PD7685a::NPM1	1
PD7686a::ASXL1	1
PD7687a::ETV6	1
PD7687a::FLT3	1
PD7687a::NPM1	1
PD7688a::NRAS	2
PD7689a::DNMT3A	1
PD7689a::FLT3	1
PD7689a::NPM1	1
PD7690a::NPM1	1
PD7690a::NRAS	1
PD7690a::TET2	1
PD7691a::ASXL1	1
PD7692a::KIT	1
PD7694a::NRAS	1
PD7695a::KIT	1
PD7695a::RUNX1	1
PD7698a::NRAS	1
PD7698a::TP53	1
PD7699a::KRAS	1
PD7702a::FLT3	1
PD7702a::STAG2	1
PD7703a::FLT3	1
PD7703a::MLL	1
PD7703a::RUNX1	1
PD7705a::DNMT3A	1
PD7705a::FLT3	1
PD7705a::NPM1	1
PD7705a::ZRSR2	1
PD7706a::ETV6	1
PD7706a::SF3B1	1
PD7707a::FLT3	1
PD7707a::IDH1	1
PD7707a::MLL2	1
PD7707a::NPM1	1
PD7708a::NRAS	1
PD7709a::CEBPA	1
PD7709a::NPM1	1
PD7710a::STAG2	1
PD7710a::TET2	1
PD7711a::TET2	1
PD7711a::TP53	1
PD7711a::U2AF1	1
PD7712a::ASXL1	1
PD7712a::RAD21	1
PD7715a::ASXL1	1
PD7715a::EP300	1
PD7715a::KIT	1
PD7715a::RUNX1	1
PD7715a::SRSF2	1
PD7716a::DNMT3A	1
PD7716a::NRAS	1
PD7717a::TP53	1
PD7718a::STAG2	1
PD7720a::DNMT3A	1
PD7720a::IDH2	1
PD7720a::MLL	1
PD7721a::FBXW7	1
PD7721a::FLT3	1
PD7722a::SRSF2	1
PD7722a::TET2	1
PD7722a::U2AF1	1
PD7723a::CEBPA	2
PD7724a::FLT3	1
PD7724a::WT1	1
PD7726a::CREBBP	1
PD7727a::NRAS	1
PD7727a::PTPN11	2
PD7728a::CEBPA	2
PD7728a::EP300	1
PD7730a::FLT3	1
PD7730a::NPM1	1
PD7730a::PTPN11	1
PD7730a::RAD21	1
PD7731a::NRAS	1
PD7731a::SF3B1	1
PD7732a::DNMT3A	1
PD7732a::FLT3	2
PD7732a::KRAS	1
PD7732a::NPM1	1
PD7733a::FLT3	1
PD7733a::NRAS	2
PD7735a::TP53	1
PD7736a::KIT	1
PD7737a::DNMT3A	1
PD7737a::FLT3	1
PD7737a::NPM1	1
PD7737a::TET2	1
PD7739a::IDH2	1
PD7739a::NPM1	1
PD7739a::SRSF2	1
PD7740a::FLT3	1
PD7741a::IDH2	1
PD7741a::MLL	1
PD7741a::RUNX1	1
PD7743a::BCOR	1
PD7743a::DNMT3A	1
PD7743a::IDH2	1
PD7744a::DNMT3A	1
PD7744a::PTPN11	1
PD7744a::TP53	1
PD7745a::DNMT3A	1
PD7745a::NPM1	1
PD7745a::NRAS	1
PD7748a::CEBPA	2
PD7749a::CEBPA	2
PD7749a::FLT3	1
PD7749a::WT1	1
PD7750a::FLT3	1
PD7752a::PTPN11	1
PD7752a::TP53	1
PD7753a::WT1	1
PD7754a::DNMT3A	1
PD7754a::NPM1	1
PD7754a::NRAS	1
PD7754a::TET2	1
PD7756a::CUX1	1
PD7756a::FLT3	1
PD7756a::KRAS	1
PD7756a::RAD21	1
PD7756a::TET2	1
PD7757a::BCOR	1
PD7757a::DNMT3A	1
PD7757a::EZH2	1
PD7757a::IDH1	1
PD7757a::NRAS	1
PD7757a::RUNX1	1
PD7759a::DNMT3A	1
PD7759a::FLT3	1
PD7759a::NPM1	1
PD7760a::CEBPA	1
PD7760a::FLT3	1
PD7760a::NPM1	1
PD7760a::RAD21	1
PD7761a::CEBPA	1
PD7761a::FLT3	1
PD7761a::NPM1	1
PD7761a::NRAS	1
PD7761a::RAD21	1
PD7762a::RUNX1	1
PD7764a::FLT3	1
PD7764a::RAD21	1
PD7765a::CEBPA	2
PD7766a::CEBPA	1
PD7766a::FLT3	1
PD7767a::ASXL1	1
PD7767a::BCOR	1
PD7767a::PTPN11	1
PD7768a::ETV6	1
PD7768a::IDH1	1
PD7769a::SRSF2	1
PD7770a::NRAS	1
PD7770a::TET2	2
PD7771a::MYC	1
PD7771a::PTPN11	1
PD7771a::SF3B1	1
PD7774a::CBL	1
PD7774a::FLT3	3
PD7775a::ASXL1	1
PD7775a::BCOR	1
PD7775a::NRAS	1
PD7775a::SRSF2	1
PD7775a::STAG2	1
PD7775a::TET2	1
PD7776a::DNMT3A	1
PD7776a::FLT3	1
PD7776a::MLL	1
PD7776a::RUNX1	1
PD7777a::FLT3	1
PD7777a::NRAS	1
PD7777a::WT1	1
PD7778a::NRAS	1
PD7779a::DNMT3A	1
PD7779a::MLL	1
PD7779a::MLL3	1
PD7779a::RUNX1	1
PD7779a::SF3B1	1
PD7780a::KIT	1
PD7781a::IDH2	1
PD7781a::NRAS	1
PD7782a::MYC	1
PD7783a::KRAS	1
PD7783a::NRAS	2
PD7784a::FLT3	1
PD7786a::FLT3	1
PD7787a::EZH2	1
PD7787a::FLT3	1
PD7787a::NPM1	1
PD7787a::NRAS	1
PD7789a::CEBPA	2
PD7789a::DNMT3A	1
PD7789a::GATA2	1
PD7789a::NRAS	1
PD7791a::DNMT3A	1
PD7791a::FLT3	1
PD7791a::IDH1	1
PD7791a::NPM1	1
PD7791a::TET2	1
PD7793a::FLT3	2
PD7794a::CEBPA	2
PD7795a::SRSF2	1
PD7795a::TP53	1
PD7796a::DNMT3A	1
PD7796a::MYC	1
PD7796a::NPM1	1
PD7796a::PTPN11	1
PD7797a::FLT3	2
PD7799a::FLT3	1
PD7799a::RAD21	1
PD7800a::FLT3	1
PD7800a::MLL2	1
PD7800a::NPM1	1
PD7801a::KRAS	1
PD7802a::FLT3	1
PD7802a::NPM1	1
PD7802a::SF3B1	1
PD7803a::DNMT3A	1
PD7803a::IDH1	1
PD7803a::NPM1	1
PD7803a::NRAS	1
PD7803a::PTPN11	1
PD7803a::RAD21	1
PD7804a::DNMT3A	1
PD7804a::FLT3	1
PD7804a::IDH1	1
PD7804a::NPM1	1
PD7805a::CEBPA	1
PD7805a::DNMT3A	1
PD7805a::FLT3	1
PD7805a::NPM1	1
PD7806a::DNMT3A	1
PD7806a::TP53	1
PD7807a::FLT3	1
PD7807a::NRAS	1
PD7808a::FLT3	1
PD7810a::FLT3	1
PD7810a::NPM1	1
PD7811a::FLT3	1
PD7812a::DNMT3A	1
PD7812a::KIT	1
PD7814a::TP53	1
PD7815a::DNMT3A	1
PD7815a::FLT3	1
PD7815a::NPM1	1
PD7816a::FLT3	1
PD7818a::BCOR	1
PD7818a::KRAS	1
PD7818a::NRAS	1
PD7818a::PHF6	1
PD7818a::RUNX1	1
PD7819a::ASXL1	1
PD7819a::GNAS	1
PD7819a::NRAS	1
PD7819a::RUNX1	1
PD7819a::SRSF2	1
PD7820a::KIT	1
PD7820a::RAD21	1
PD7821a::FLT3	1
PD7821a::NPM1	1
PD7822a::FLT3	1
PD7822a::TET2	1
PD7823a::FLT3	1
PD7823a::GATA2	1
PD7823a::NRAS	2
PD7824a::IDH2	1
PD7824a::MLL	1
PD7824a::SRSF2	1
PD7824a::STAG2	1
PD7827a::FLT3	1
PD7827a::NRAS	1
PD7828a::DNMT3A	1
PD7828a::NPM1	1
PD7829a::TP53	1
PD7830a::BCOR	1
PD7830a::FLT3	1
PD7830a::NPM1	1
PD7830a::PHF6	1
PD7831a::FLT3	1
PD7831a::U2AF1	1
PD7832a::KRAS	1
PD7833a::DNMT3A	1
PD7833a::FLT3	1
PD7833a::NPM1	1
PD7834a::NPM1	1
PD7834a::STAG2	1
PD7835a::DNMT3A	1
PD7835a::FLT3	1
PD7835a::MYC	1
PD7835a::NPM1	1
PD7836a::NRAS	1
PD7836a::TP53	1
PD7837a::CEBPA	1
PD7837a::FLT3	1
PD7837a::IDH1	1
PD7837a::NPM1	1
PD7837a::PTPN11	1
PD7837a::TET2	1
PD7838a::SRSF2	1
PD7838a::TET2	1
PD7838a::WT1	2
PD7840a::NRAS	1
PD7841a::IDH1	1
PD7841a::MLL	1
PD7841a::PHF6	1
PD7841a::RUNX1	1
PD7842a::DNMT3A	1
PD7842a::NPM1	1
PD7842a::RB1	1
PD7842a::TET2	2
PD7843a::FLT3	1
PD7845a::JAK2	1
PD7845a::ZRSR2	1
PD7846a::ASXL1	1
PD7847a::EP300	1
PD7847a::FLT3	1
PD7848a::FLT3	1
PD7848a::MLL2	1
PD7848a::NPM1	1
PD7848a::WT1	1
PD7849a::FLT3	1
PD7849a::NPM1	1
PD7850a::IDH2	1
PD7851a::FLT3	1
PD7851a::WT1	1
PD7852a::ASXL1	1
PD7852a::RUNX1	1
PD7852a::SRSF2	1
PD7853a::MLL	1
PD7853a::RUNX1	1
PD7854a::EZH2	1
PD7854a::FLT3	1
PD7854a::MLL2	1
PD7854a::RUNX1	1
PD7855a::IDH1	1
PD7855a::NPM1	1
PD7855a::PTPN11	1
PD7857a::ASXL1	1
PD7857a::IDH1	1
PD7857a::TET2	1
PD7858a::CEBPA	1
PD7859a::ASXL1	1
PD7859a::KRAS	1
PD7862a::FLT3	1
PD7862a::NRAS	1
PD7863a::FLT3	1
PD7864a::CEBPA	1
PD7864a::DNMT3A	1
PD7864a::FLT3	2
PD7864a::MLL	1
PD7864a::STAG2	1
PD7864a::U2AF2	1
PD7865a::KRAS	1
PD7866a::CEBPA	1
PD7866a::EZH2	1
PD7867a::FLT3	2
PD7867a::TP53	1
PD7868a::DNMT3A	1
PD7868a::FLT3	2
PD7868a::KRAS	1
PD7868a::NPM1	1
PD7868a::NRAS	1
PD7869a::TP53	1
PD7870a::KIT	1
PD7871a::FLT3	1
PD7871a::MLL	1
PD7871a::TET2	1
PD7872a::FLT3	1
PD7872a::NPM1	1
PD7872a::SF3A1	1
PD7873a::FLT3	1
PD7873a::PTPN11	1
PD7873a::RUNX1	1
PD7875a::NRAS	1
PD7878a::FLT3	1
PD7879a::FLT3	2
PD7879a::PHF6	1
PD7879a::TET2	1
PD7880a::CEBPA	1
PD7880a::DNMT3A	1
PD7880a::FLT3	2
PD7881a::DNMT3A	1
PD7881a::FLT3	1
PD7881a::NF1	1
PD7881a::NPM1	1
PD7881a::TET2	1
PD7882a::NRAS	1
PD7882a::RUNX1	1
PD7884a::FLT3	1
PD7884a::NRAS	1
PD7885a::IDH2	1
PD7885a::U2AF1	1
PD7886a::FLT3	1
PD7886a::TET2	1
PD7888a::FLT3	1
PD7888a::IDH1	1
PD7888a::NPM1	1
PD7889a::FLT3	1
PD7889a::PTPN11	1
PD7890a::FLT3	2
PD7890a::NRAS	1
PD7890a::WT1	1
PD7891a::FLT3	1
PD7891a::NRAS	1
PD7893a::DNMT3A	1
PD7893a::NPM1	1
PD7893a::NRAS	1
PD7894a::CEBPA	2
PD7894a::KIT	1
PD7894a::NRAS	1
PD7894a::WT1	1
PD7895a::FLT3	1
PD7895a::RAD21	1
PD7896a::CEBPA	2
PD7896a::FLT3	1
PD7896a::GATA2	1
PD7897a::CEBPA	2
PD7897a::MLL3	1
PD7898a::CEBPA	2
PD7898a::EZH2	2
PD7899a::FLT3	1
PD7899a::NPM1	1
PD7899a::WT1	1
PD7900a::SRSF2	1
PD7901a::FLT3	2
PD7901a::NPM1	1
PD7903a::FLT3	1
PD7904a::DNMT3A	1
PD7904a::FLT3	1
PD7904a::NPM1	1
PD7905a::DNMT3A	1
PD7905a::FLT3	1
PD7905a::NPM1	1
PD7905a::NRAS	2
PD7906a::DNMT3A	1
PD7906a::MLL	1
PD7907a::DNMT3A	1
PD7907a::IDH2	1
PD7907a::STAG2	1
PD7908a::DNMT3A	1
PD7908a::NRAS	1
PD7909a::DNMT3A	1
PD7909a::FLT3	1
PD7909a::IDH2	1
PD7909a::MYC	1
PD7909a::NPM1	1
PD7910a::FLT3	1
PD7910a::MLL	1
PD7911a::DNMT3A	1
PD7911a::FLT3	1
PD7911a::NPM1	1
PD7912a::KRAS	1
PD7913a::ASXL1	1
PD7913a::IDH2	1
PD7914a::NPM1	1
PD7914a::NRAS	1
PD7915a::ETV6	1
PD7915a::NRAS	1
PD7916a::CEBPA	2
PD7916a::GATA2	1
PD7916a::NRAS	1
PD7916a::WT1	1
PD7917a::KIT	1
PD7917a::NPM1	1
PD7918a::FLT3	1
PD7918a::NPM1	1
PD7918a::RAD21	1
PD7920a::PHF6	1
PD7922a::FLT3	2
PD7922a::NPM1	1
PD7922a::RAD21	1
PD7923a::NPM1	1
PD7923a::PTPN11	1
PD7923a::TET2	1
PD7924a::PTPN11	1
PD7924a::TP53	1
PD7926a::CEBPA	2
PD7926a::GATA2	1
PD7926a::MYC	1
PD7927a::MYC	1
PD7927a::NPM1	1
PD7927a::PTPN11	1
PD7928a::DNMT3A	1
PD7928a::FLT3	2
PD7928a::NPM1	1
PD7929a::FLT3	1
PD7929a::KDM5A	1
PD7931a::DNMT3A	1
PD7931a::TP53	1
PD7932a::FLT3	1
PD7932a::NRAS	1
PD7934a::DNMT3A	1
PD7934a::FLT3	1
PD7934a::NPM1	1
PD7935a::DNMT3A	1
PD7935a::FLT3	1
PD7935a::KIT	1
PD7935a::NPM1	1
PD7935a::WT1	1
PD7936a::DNMT3A	1
PD7936a::NPM1	1
PD7936a::PTPN11	1
PD7937a::CBL	1
PD7937a::DNMT3A	2
PD7937a::FLT3	1
PD7937a::NPM1	1
PD7937a::NRAS	1
PD7938a::FLT3	1
PD7938a::KIT	1
PD7939a::ATRX	1
PD7939a::PTPN11	1
PD7941a::EZH2	1
PD7942a::ASXL1	1
PD7942a::EZH2	1
PD7942a::FLT3	1
PD7942a::IDH2	1
PD7942a::JAK2	1
PD7942a::U2AF1	1
PD7943a::CEBPA	1
PD7943a::IDH1	1
PD7944a::DNMT3A	1
PD7944a::FLT3	1
PD7944a::NPM1	1
PD7945a::FLT3	1
PD7945a::NPM1	1
PD7945a::PHF6	1
PD7945a::TET2	2
PD7946a::IDH2	1
PD7946a::NPM1	1
PD7946a::PTPN11	1
PD7947a::PTPN11	1
PD7947a::SF3B1	1
PD7949a::KRAS	1
PD7949a::MLL	1
PD7949a::TP53	1
PD7950a::FLT3	1
PD7950a::U2AF1	1
PD7951a::NRAS	1
PD7951a::RAD21	1
PD7951a::SF3B1	1
PD7952a::PHF6	1
PD7953a::WT1	1
PD7954a::NRAS	1
PD7955a::CEBPA	1
PD7955a::FLT3	1
PD7955a::GATA2	1
PD7955a::NPM1	1
PD7956a::DNMT3A	1
PD7956a::IDH2	1
PD7956a::KRAS	1
PD7956a::NPM1	1
PD7956a::NRAS	1
PD7958a::SRSF2	1
PD7958a::TET2	2
PD7959a::FLT3	2
PD7961a::DNMT3A	1
PD7961a::FLT3	1
PD7961a::NPM1	1
PD7962a::FLT3	1
PD7964a::DNMT3A	1
PD7964a::FLT3	1
PD7964a::NPM1	1
PD7965a::FLT3	1
PD7966a::TP53	1
PD7967a::DNMT3A	1
PD7967a::NF1	2
PD7967a::NPM1	1
PD7968a::JAK2	1
PD7968a::TP53	1
PD7969a::NRAS	1
PD7971a::FLT3	1
PD7972a::GATA2	1
PD7972a::SF3B1	1
PD7973a::CEBPA	2
PD7974a::FLT3	1
PD7974a::NPM1	1
PD7976a::DNMT3A	1
PD7976a::IDH2	1
PD7977a::DNMT3A	1
PD7977a::IDH2	1
PD7978a::CEBPA	2
PD7978a::FLT3	1
PD7978a::WT1	1
PD7979a::DNMT3A	2
PD7979a::IDH1	1
PD7979a::NPM1	1
PD7979a::NRAS	1
PD7980a::CEBPA	2
PD7980a::GATA2	1
PD7980a::IDH1	1
PD7980a::STAG2	1
PD7981a::IDH2	1
PD7981a::NRAS	1
PD7982a::GNAS	1
PD7982a::IDH2	1
PD7982a::SRSF2	1
PD7982a::STAG2	1
PD7983a::TP53	1
PD7984a::FLT3	1
PD7985a::KRAS	1
PD7986a::ASXL1	1
PD7986a::PTPN11	1
PD7986a::RUNX1	1
PD7986a::U2AF1	1
PD7987a::NRAS	1
PD7988a::DNMT3A	1
PD7988a::IDH2	1
PD7988a::STAG2	1
PD7989a::DNMT3A	1
PD7989a::FLT3	1
PD7989a::MLL	1
PD7989a::RUNX1	1
PD7990a::ASXL1	1
PD7990a::ATRX	1
PD7990a::FLT3	1
PD7990a::NPM1	1
PD7990a::STAG2	1
PD7991a::DNMT3A	1
PD7991a::IDH1	1
PD7991a::NPM1	1
PD7991a::PTPN11	1
PD7992a::EZH2	1
PD7992a::IDH1	1
PD7992a::NF1	1
PD7992a::STAG2	1
PD7992a::U2AF1	1
PD7993a::FLT3	2
PD7994a::DNMT3A	1
PD7994a::FLT3	1
PD7994a::MLL	1
PD7995a::DNMT3A	1
PD7995a::FLT3	1
PD7995a::MLL	1
PD7996a::CEBPA	2
PD7996a::GATA2	1
PD7996a::NRAS	1
PD7996a::WT1	1
PD7997a::FLT3	1
PD8000a::CEBPA	2
PD8000a::WT1	1
PD8001a::FLT3	1
PD8001a::TET2	1
PD8003a::FLT3	1
PD8003a::NPM1	1
PD8003a::WT1	1
PD8004a::DNMT3A	1
PD8004a::FLT3	1
PD8004a::IDH1	1
PD8004a::NPM1	1
PD8004a::PTPN11	2
PD8005a::DNMT3A	1
PD8005a::NPM1	1
PD8005a::NRAS	1
PD8005a::PTPN11	2
PD8005a::RAD21	1
PD8006a::FLT3	2
PD8006a::MLL5	1
PD8006a::NPM1	1
PD8006a::TET2	1
PD8007a::DNMT3A	1
PD8007a::FLT3	1
PD8007a::MYC	1
PD8007a::NPM1	1
PD8008a::IDH2	1
PD8008a::MLL	1
PD8008a::WT1	1
PD8009a::FLT3	1
PD8011a::IDH1	1
PD8011a::RUNX1	1
PD8012a::PTPN11	1
PD8012a::WT1	1
PD8013a::FLT3	2
PD8014a::CEBPA	2
PD8014a::FLT3	1
PD8014a::GATA2	1
PD8014a::NRAS	1
PD8014a::WT1	1
PD8015a::IDH2	1
PD8015a::MLL	1
PD8015a::STAG2	1
PD8016a::DNMT3A	1
PD8016a::FLT3	1
PD8016a::IDH1	1
PD8018a::CEBPA	2
PD8018a::EZH2	1
PD8018a::FLT3	1
PD8018a::RAD21	1
PD8019a::RUNX1	1
PD8019a::STAG2	1
PD8019a::TET2	1
PD8019a::WT1	1
PD8020a::FLT3	2
PD8020a::KIT	1
PD8021a::DNMT3A	1
PD8021a::FLT3	1
PD8021a::NPM1	1
PD8022a::NPM1	1
PD8022a::NRAS	1
PD8022a::RAD21	1
PD8023a::IDH2	1
PD8023a::NPM1	1
PD8024a::FLT3	1
PD8024a::GATA2	1
PD8024a::NPM1	1
PD8026a::ASXL1	1
PD8026a::TP53	1
PD8028a::EP300	1
PD8028a::FLT3	1
PD8028a::KIT	1
PD8028a::MLL	1
PD8029a::FLT3	1
PD8029a::IDH1	1
PD8030a::CBL	1
PD8030a::DNMT3A	1
PD8030a::NPM1	1
PD8031a::FLT3	1
PD8031a::NPM1	1
PD8032a::EZH2	1
PD8032a::FLT3	2
PD8032a::RAD21	1
PD8032a::RUNX1	2
PD8033a::FLT3	1
PD8033a::IDH1	1
PD8033a::NPM1	1
PD8034a::FLT3	1
PD8035a::FLT3	1
PD8036a::CEBPA	1
PD8036a::FLT3	1
PD8036a::NF1	1
PD8036a::NPM1	1
PD8036a::WT1	2
PD8038a::DNMT3A	1
PD8038a::NPM1	1
PD8038a::NRAS	1
PD8038a::PTPN11	1
PD8040a::BCOR	1
PD8040a::IDH2	1
PD8040a::NPM1	1
PD8040a::NRAS	1
PD8040a::RUNX1	1
PD8040a::WT1	1
PD8041a::KRAS	1
PD8042a::KIT	1
PD8042a::RAD21	1
PD8043a::CEBPA	2
PD8044a::IDH2	1
PD8044a::KRAS	1
PD8044a::NPM1	1
PD8045a::FLT3	1
PD8046a::DNMT3A	1
PD8046a::EP300	1
PD8046a::FLT3	2
PD8046a::NPM1	1
PD8048a::FLT3	1
PD8048a::WT1	1
PD8050a::FLT3	1
PD8052a::BCOR	1
PD8052a::IDH2	1
PD8052a::KRAS	1
PD8052a::SRSF2	1
PD8053a::NPM1	1
PD8054a::TP53	1
PD8055a::DNMT3A	1
PD8055a::FLT3	1
PD8056a::CBL	1
PD8056a::IDH1	1
PD8056a::NPM1	1
PD8057a::DNMT3A	1
PD8057a::IDH2	1
PD8057a::NPM1	1
PD8057a::NRAS	1
PD8057a::SRSF2	1
PD8059a::FLT3	1
PD8059a::KIT	1
PD8059a::NRAS	1
PD8060a::DNMT3A	1
PD8060a::IDH2	1
PD8060a::KIT	1
PD8060a::NPM1	1
PD8061a::KRAS	1
PD8061a::PHF6	1
PD8061a::U2AF1	1
PD8061a::WT1	1
PD8062a::FLT3	1
PD8062a::IDH2	1
PD8062a::MLL	1
PD8062a::NRAS	1
PD8063a::DNMT3A	1
PD8063a::NPM1	1
PD8063a::NRAS	1
PD8064a::FLT3	2
PD8065a::CEBPA	1
PD8065a::DNMT3A	1
PD8065a::NPM1	1
PD8065a::TET2	2
PD8066a::TP53	1
PD8067a::DNMT3A	1
PD8068a::ASXL1	1
PD8068a::BCOR	1
PD8068a::NRAS	2
PD8068a::SRSF2	1
PD8068a::STAG2	1
PD8069a::WT1	1
PD8070a::FLT3	1
PD8071a::DNMT3A	1
PD8071a::FLT3	1
PD8071a::NPM1	1
PD8071a::WT1	1
PD8072a::KIT	1
PD8073a::FLT3	1
PD8073a::NPM1	1
PD8074a::CEBPA	2
PD8074a::WT1	1
PD8075a::FLT3	1
PD8075a::NRAS	1
PD8075a::STAG2	1
PD8076a::CBL	1
PD8076a::MLL2	1
PD8076a::TET2	1
PD8077a::ETV6	1
PD8077a::KRAS	1
PD8077a::SF3B1	1
PD8078a::KRAS	1
PD8078a::MLL	1
PD8078a::NRAS	2
